ApplicantName,Age,Gender,MaritalStatus,Education,EmploymentType,SelfEmployed,AnnualIncome,MonthlyIncome,ExistingEMI,CreditCardUsage,NumberExistingLoans,LoanAmount,LoanPurpose,LoanTenure,CIBILScore,BankBalance,PropertyOwnership,Dependents,DebtToIncomeRatio,CreditUtilizationRatio,SavingsAmount,PreviousLoanDefaults,LoanStatus
Ananya Iyer,44,Female,Divorced,Doctorate,Salaried,0,740000.0,61666.67,1846.66,0.78,0,1407000.0,Car Loan,240,715,1734117.81,Mortgaged,3,0.13,0.78,1734117.81,0,1
Aditya Joshi,49,Female,Single,High School,Salaried,0,925000.0,77083.33,34048.47,0.62,2,2953000.0,Home Loan,240,660,1063022.35,Rented,0,0.6,0.62,1063022.35,0,1
Neha Gupta,56,Male,Married,Graduate,Salaried,0,805000.0,67083.33,25574.09,0.3,1,2831000.0,Education Loan,36,630,1594938.07,Mortgaged,4,1.55,0.3,1594938.07,0,0
Rohan Mehta,47,Male,Divorced,Graduate,Salaried,0,365000.0,30416.67,1525.23,0.93,1,1627000.0,Education Loan,180,463,247335.92,Owned,3,0.35,0.93,247335.92,1,0
Manish Tiwari,52,Female,Divorced,High School,Self-Employed,1,406000.0,33833.33,2309.68,0.55,2,910000.0,Personal Loan,36,683,825684.12,Rented,3,0.82,0.55,825684.12,0,1
Tanvi Bhatia,33,Male,Single,Graduate,Business,1,626000.0,52166.67,19004.2,0.16,1,1161000.0,Car Loan,48,807,426217.62,Mortgaged,2,0.83,0.16,426217.62,0,1
Neha Gupta,48,Male,Married,Graduate,Salaried,0,210000.0,17500.0,1880.32,0.33,1,774000.0,Business Loan,180,727,245867.26,Owned,0,0.35,0.33,245867.26,0,1
Rahul Verma,21,Female,Divorced,Doctorate,Freelancer,1,526000.0,43833.33,2966.35,0.85,1,2724000.0,Car Loan,12,671,735892.46,Rented,0,5.25,0.85,735892.46,0,0
Riya Sen,52,Female,Divorced,High School,Business,1,757000.0,63083.33,588.07,0.51,1,1994000.0,Car Loan,48,697,753295.64,Mortgaged,1,0.67,0.51,753295.64,1,0
Siddharth Rao,22,Male,Married,Post Graduate,Self-Employed,1,602000.0,50166.67,7093.33,0.41,0,1125000.0,Education Loan,48,787,608420.78,Rented,4,0.61,0.41,608420.78,0,1
Manish Tiwari,37,Male,Divorced,Graduate,Freelancer,1,321000.0,26750.0,8583.58,0.07,0,1170000.0,Education Loan,180,699,47888.67,Rented,2,0.56,0.07,47888.67,0,0
Divya Agarwal,24,Male,Married,High School,Business,1,229000.0,19083.33,1962.73,0.38,2,1370000.0,Car Loan,36,652,115530.49,Mortgaged,3,2.1,0.38,115530.49,0,0
Tanvi Bhatia,58,Male,Single,Doctorate,Business,1,252000.0,21000.0,453.4,0.26,1,1106000.0,Personal Loan,24,703,397424.13,Mortgaged,3,2.22,0.26,397424.13,1,0
Rahul Verma,37,Female,Married,Post Graduate,Business,1,181000.0,15083.33,961.34,0.44,0,958000.0,Personal Loan,48,828,195971.33,Owned,2,1.39,0.44,195971.33,0,1
Kavya Reddy,47,Male,Divorced,Graduate,Self-Employed,1,721000.0,60083.33,7793.37,0.47,0,2039000.0,Personal Loan,48,790,101831.41,Owned,3,0.84,0.47,101831.41,0,1
Rahul Verma,51,Male,Single,High School,Self-Employed,1,580000.0,48333.33,11613.48,0.75,2,2055000.0,Education Loan,36,647,270584.3,Owned,1,1.42,0.75,270584.3,0,0
Aarav Sharma,36,Female,Single,High School,Salaried,0,582000.0,48500.0,10932.43,0.86,2,1552000.0,Personal Loan,12,868,713392.63,Owned,0,2.89,0.86,713392.63,0,1
Tanvi Bhatia,31,Female,Divorced,High School,Freelancer,1,363000.0,30250.0,3345.8,0.21,3,401000.0,Personal Loan,36,527,593986.59,Owned,0,0.48,0.21,593986.59,0,0
Aarav Sharma,55,Female,Married,Doctorate,Freelancer,1,2839000.0,236583.33,58587.99,0.7,0,15298000.0,Car Loan,360,656,2695474.83,Mortgaged,3,0.43,0.7,2695474.83,0,1
Siddharth Rao,39,Female,Divorced,Doctorate,Self-Employed,1,528000.0,44000.0,9962.42,0.5,2,2601000.0,Personal Loan,24,658,812864.3,Rented,4,2.69,0.5,812864.3,0,1
Ananya Iyer,22,Female,Married,Doctorate,Business,1,180000.0,15000.0,2521.96,0.33,1,287000.0,Home Loan,48,647,206152.22,Mortgaged,4,0.57,0.33,206152.22,0,0
Karan Malhotra,36,Male,Divorced,High School,Freelancer,1,527000.0,43916.67,4831.77,0.06,1,922000.0,Car Loan,60,740,668374.07,Rented,1,0.46,0.06,668374.07,0,1
Pooja Deshmukh,33,Male,Married,Post Graduate,Freelancer,1,180000.0,15000.0,6477.42,0.27,1,234000.0,Medical Emergency,24,741,145620.61,Owned,4,1.08,0.27,145620.61,0,1
Siddharth Rao,60,Female,Single,High School,Business,1,617000.0,51416.67,18998.07,0.55,2,446000.0,Car Loan,24,720,583655.99,Owned,2,0.73,0.55,583655.99,0,1
Deepak Choudhury,53,Male,Single,Graduate,Self-Employed,1,966000.0,80500.0,26963.63,0.56,0,801000.0,Business Loan,48,599,1558755.78,Rented,3,0.54,0.56,1558755.78,1,0
Siddharth Rao,63,Female,Divorced,Doctorate,Business,1,378000.0,31500.0,8813.63,0.31,0,295000.0,Business Loan,24,699,839341.17,Rented,2,0.67,0.31,839341.17,0,1
Deepak Choudhury,29,Male,Divorced,Graduate,Self-Employed,1,494000.0,41166.67,17282.86,0.39,1,2042000.0,Car Loan,60,642,220068.87,Owned,4,1.25,0.39,220068.87,0,0
Siddharth Rao,63,Female,Married,Post Graduate,Salaried,0,658000.0,54833.33,1086.03,0.06,1,810000.0,Car Loan,48,580,725256.63,Owned,0,0.33,0.06,725256.63,0,1
Manish Tiwari,59,Female,Single,Graduate,Salaried,0,181000.0,15083.33,1109.02,0.08,0,814000.0,Home Loan,48,488,221532.39,Owned,4,1.2,0.08,221532.39,1,0
Riya Sen,39,Male,Single,Doctorate,Business,1,2562000.0,213500.0,59258.9,0.93,1,13267000.0,Education Loan,360,590,3625283.45,Mortgaged,3,0.45,0.93,3625283.45,0,1
Amit Kumar,52,Male,Divorced,High School,Self-Employed,1,259000.0,21583.33,2196.96,0.07,1,818000.0,Education Loan,360,736,212733.66,Mortgaged,4,0.21,0.07,212733.66,0,1
Priya Patel,24,Female,Married,Graduate,Self-Employed,1,1244000.0,103666.67,25891.41,0.81,0,2120000.0,Personal Loan,240,697,2826889.46,Owned,1,0.33,0.81,2826889.46,0,1
Deepak Choudhury,43,Female,Married,Doctorate,Freelancer,1,362000.0,30166.67,7691.23,0.32,0,664000.0,Business Loan,240,518,860249.52,Mortgaged,2,0.35,0.32,860249.52,0,0
Priya Patel,64,Female,Married,Doctorate,Self-Employed,1,462000.0,38500.0,7176.41,0.93,1,1079000.0,Education Loan,24,790,387718.62,Rented,3,1.35,0.93,387718.62,0,1
Riya Sen,49,Female,Divorced,Post Graduate,Freelancer,1,302000.0,25166.67,4870.95,0.26,0,555000.0,Personal Loan,120,698,145582.36,Rented,2,0.38,0.26,145582.36,0,1
Rahul Verma,53,Male,Single,Graduate,Salaried,0,949000.0,79083.33,5339.77,0.44,1,5154000.0,Medical Emergency,36,591,2353908.57,Owned,4,1.88,0.44,2353908.57,0,1
Priya Patel,57,Male,Married,High School,Business,1,469000.0,39083.33,11714.3,0.13,1,661000.0,Education Loan,120,588,159427.71,Mortgaged,2,0.44,0.13,159427.71,0,1
Priya Patel,61,Male,Single,Post Graduate,Freelancer,1,375000.0,31250.0,11590.18,0.49,4,739000.0,Education Loan,360,631,102014.98,Mortgaged,0,0.44,0.49,102014.98,0,1
Rahul Verma,34,Female,Divorced,High School,Self-Employed,1,478000.0,39833.33,11534.09,0.68,4,492000.0,Business Loan,48,761,838257.54,Owned,4,0.55,0.68,838257.54,0,1
Amit Kumar,26,Male,Divorced,Doctorate,Freelancer,1,1224000.0,102000.0,16466.71,0.51,1,2589000.0,Medical Emergency,180,743,1350227.49,Owned,0,0.3,0.51,1350227.49,0,1
Sneha Nair,51,Female,Single,Post Graduate,Freelancer,1,450000.0,37500.0,2509.67,0.19,0,422000.0,Business Loan,24,675,204494.37,Rented,4,0.54,0.19,204494.37,0,1
Rahul Verma,52,Female,Married,High School,Self-Employed,1,605000.0,50416.67,16304.16,0.44,6,711000.0,Medical Emergency,360,648,1119560.42,Rented,3,0.36,0.44,1119560.42,0,1
Rohan Mehta,38,Female,Divorced,Graduate,Business,1,589000.0,49083.33,3457.38,0.22,3,508000.0,Home Loan,60,561,609580.7,Rented,3,0.24,0.22,609580.7,1,0
Siddharth Rao,54,Female,Married,Post Graduate,Business,1,301000.0,25083.33,8412.36,0.69,1,1240000.0,Business Loan,36,741,35473.72,Owned,1,1.71,0.69,35473.72,0,0
Divya Agarwal,53,Male,Married,High School,Self-Employed,1,515000.0,42916.67,811.62,0.18,1,1710000.0,Car Loan,60,599,1172931.32,Mortgaged,3,0.68,0.18,1172931.32,0,0
Priya Patel,21,Male,Divorced,High School,Business,1,471000.0,39250.0,14133.68,0.39,2,243000.0,Car Loan,360,471,275116.63,Owned,2,0.38,0.39,275116.63,1,0
Deepak Choudhury,54,Female,Divorced,Doctorate,Self-Employed,1,934000.0,77833.33,15233.69,0.9,1,4578000.0,Car Loan,360,880,743897.27,Rented,4,0.36,0.9,743897.27,1,0
Amit Kumar,39,Male,Married,Graduate,Freelancer,1,382000.0,31833.33,11883.34,0.43,1,1165000.0,Business Loan,48,700,884488.47,Mortgaged,4,1.14,0.43,884488.47,0,1
Aditya Joshi,59,Female,Divorced,Graduate,Self-Employed,1,595000.0,49583.33,14914.39,0.57,1,1590000.0,Home Loan,360,638,386827.37,Owned,0,0.39,0.57,386827.37,0,1
Karan Malhotra,22,Male,Married,Graduate,Freelancer,1,341000.0,28416.67,610.78,0.12,3,1677000.0,Business Loan,360,809,803327.99,Owned,3,0.19,0.12,803327.99,0,1
Sneha Nair,50,Male,Married,Post Graduate,Business,1,262000.0,21833.33,7660.3,0.82,1,1465000.0,Car Loan,360,700,482533.51,Owned,0,0.54,0.82,482533.51,0,1
Rohan Mehta,51,Male,Divorced,Doctorate,Salaried,0,728000.0,60666.67,8975.55,0.27,1,2285000.0,Home Loan,36,575,1699586.43,Mortgaged,1,1.19,0.27,1699586.43,0,0
Aditya Joshi,52,Female,Single,Doctorate,Self-Employed,1,737000.0,61416.67,20152.21,0.38,0,3470000.0,Education Loan,60,790,1838759.13,Mortgaged,0,1.27,0.38,1838759.13,0,1
Rahul Verma,51,Male,Single,Graduate,Salaried,0,794000.0,66166.67,28393.01,0.11,1,3761000.0,Education Loan,36,680,295439.32,Rented,3,2.01,0.11,295439.32,0,0
Deepak Choudhury,42,Female,Divorced,Graduate,Freelancer,1,1071000.0,89250.0,26828.48,0.3,0,1026000.0,Home Loan,120,758,560514.81,Owned,3,0.4,0.3,560514.81,0,1
Aditya Joshi,47,Male,Divorced,Graduate,Salaried,0,437000.0,36416.67,2659.56,0.36,2,1473000.0,Medical Emergency,360,748,247345.96,Mortgaged,0,0.19,0.36,247345.96,0,1
Amit Kumar,29,Female,Married,Graduate,Freelancer,1,468000.0,39000.0,3726.92,0.22,1,1875000.0,Business Loan,24,586,1143197.38,Mortgaged,1,2.1,0.22,1143197.38,0,0
Riya Sen,53,Female,Married,High School,Business,1,597000.0,49750.0,4457.64,0.09,1,1786000.0,Home Loan,120,747,84231.44,Mortgaged,2,0.39,0.09,84231.44,0,1
Amit Kumar,28,Female,Divorced,Graduate,Business,1,777000.0,64750.0,25116.72,0.13,0,3991000.0,Business Loan,360,569,1124621.63,Owned,4,0.56,0.13,1124621.63,1,0
Riya Sen,51,Female,Divorced,High School,Salaried,0,373000.0,31083.33,8741.44,0.08,1,1900000.0,Education Loan,48,737,316654.48,Rented,0,1.55,0.08,316654.48,0,0
Ananya Iyer,27,Male,Married,Post Graduate,Business,1,180000.0,15000.0,5505.93,0.95,3,368000.0,Car Loan,24,751,439255.97,Rented,4,1.39,0.95,439255.97,1,0
Sneha Nair,36,Female,Married,Graduate,Salaried,0,303000.0,25250.0,11149.5,0.34,1,1338000.0,Personal Loan,360,704,468733.54,Owned,1,0.59,0.34,468733.54,0,1
Ananya Iyer,64,Female,Married,High School,Salaried,0,373000.0,31083.33,2554.38,0.24,0,1828000.0,Personal Loan,12,583,284836.14,Mortgaged,2,4.98,0.24,284836.14,0,0
Rahul Verma,56,Female,Divorced,High School,Salaried,0,452000.0,37666.67,15175.77,0.73,4,327000.0,Car Loan,24,628,758887.22,Rented,4,0.76,0.73,758887.22,0,0
Vikram Singh,43,Male,Single,Graduate,Salaried,0,780000.0,65000.0,26073.52,0.09,1,3863000.0,Car Loan,360,692,278099.83,Owned,4,0.57,0.09,278099.83,0,1
Meera Pillai,42,Male,Single,High School,Self-Employed,1,484000.0,40333.33,3360.09,0.88,0,2107000.0,Home Loan,12,856,594718.69,Mortgaged,0,4.44,0.88,594718.69,0,1
Neha Gupta,22,Male,Married,Graduate,Business,1,489000.0,40750.0,10575.07,0.71,2,2509000.0,Car Loan,360,765,328113.17,Rented,4,0.43,0.71,328113.17,0,1
Siddharth Rao,33,Male,Divorced,High School,Business,1,281000.0,23416.67,1435.32,0.93,3,777000.0,Business Loan,60,723,209756.54,Mortgaged,0,0.61,0.93,209756.54,0,0
Ananya Iyer,26,Female,Married,Doctorate,Salaried,0,742000.0,61833.33,27207.72,0.41,2,1151000.0,Education Loan,36,559,1101037.8,Mortgaged,4,0.96,0.41,1101037.8,1,0
Kavya Reddy,52,Male,Divorced,Graduate,Self-Employed,1,804000.0,67000.0,30094.07,0.72,1,3636000.0,Medical Emergency,180,694,336963.61,Owned,1,0.75,0.72,336963.61,0,1
Ananya Iyer,30,Male,Divorced,Post Graduate,Salaried,0,456000.0,38000.0,14192.5,0.06,1,496000.0,Personal Loan,240,745,203613.52,Mortgaged,4,0.43,0.06,203613.52,0,1
Ananya Iyer,50,Female,Married,Doctorate,Freelancer,1,699000.0,58250.0,17287.67,0.66,1,2054000.0,Personal Loan,36,754,416796.59,Rented,0,1.28,0.66,416796.59,0,1
Kavya Reddy,49,Female,Married,High School,Freelancer,1,625000.0,52083.33,1146.88,0.05,2,1906000.0,Home Loan,12,544,1184986.47,Mortgaged,1,3.07,0.05,1184986.47,0,0
Sneha Nair,36,Male,Married,High School,Self-Employed,1,205000.0,17083.33,3276.05,0.06,3,988000.0,Business Loan,24,599,309050.35,Rented,3,2.6,0.06,309050.35,0,0
Kavya Reddy,59,Female,Single,High School,Freelancer,1,457000.0,38083.33,16512.12,0.29,3,1436000.0,Car Loan,36,637,64505.48,Owned,3,1.48,0.29,64505.48,0,0
Siddharth Rao,30,Male,Divorced,Post Graduate,Salaried,0,518000.0,43166.67,5199.6,0.38,2,985000.0,Home Loan,60,676,1123441.39,Mortgaged,4,0.5,0.38,1123441.39,0,1
Siddharth Rao,22,Male,Single,Graduate,Self-Employed,1,675000.0,56250.0,22750.26,0.28,1,1244000.0,Medical Emergency,360,668,1453977.25,Mortgaged,3,0.47,0.28,1453977.25,0,1
Deepak Choudhury,31,Male,Divorced,Doctorate,Salaried,0,509000.0,42416.67,2845.88,0.07,1,2406000.0,Business Loan,180,615,744709.02,Owned,3,0.38,0.07,744709.02,0,1
Neha Gupta,28,Male,Divorced,High School,Freelancer,1,493000.0,41083.33,4643.46,0.77,0,1836000.0,Medical Emergency,180,614,841850.29,Mortgaged,1,0.36,0.77,841850.29,0,1
Pooja Deshmukh,51,Male,Married,Doctorate,Self-Employed,1,360000.0,30000.0,12018.47,0.34,1,1878000.0,Education Loan,240,511,691712.52,Mortgaged,3,0.66,0.34,691712.52,1,0
Kavya Reddy,22,Female,Divorced,Graduate,Salaried,0,975000.0,81250.0,3772.97,0.86,2,1728000.0,Home Loan,48,659,1190473.93,Mortgaged,0,0.49,0.86,1190473.93,0,1
Rahul Verma,38,Male,Divorced,Doctorate,Self-Employed,1,413000.0,34416.67,3418.59,0.24,1,1049000.0,Home Loan,60,693,52894.89,Mortgaged,2,0.61,0.24,52894.89,0,0
Aditya Joshi,27,Female,Single,Graduate,Business,1,186000.0,15500.0,6441.88,0.6,1,189000.0,Education Loan,360,754,351800.88,Owned,4,0.45,0.6,351800.88,1,0
Aditya Joshi,42,Male,Divorced,Graduate,Freelancer,1,273000.0,22750.0,8364.71,0.24,1,755000.0,Education Loan,24,576,85422.91,Mortgaged,2,1.75,0.24,85422.91,0,0
Aarav Sharma,57,Female,Divorced,High School,Business,1,450000.0,37500.0,12712.4,0.55,1,632000.0,Medical Emergency,24,681,1104161.29,Mortgaged,3,1.04,0.55,1104161.29,1,0
Aditya Joshi,45,Male,Single,Post Graduate,Self-Employed,1,193000.0,16083.33,5337.47,0.71,0,304000.0,Personal Loan,48,760,80733.37,Rented,2,0.73,0.71,80733.37,1,0
Karan Malhotra,42,Male,Divorced,Post Graduate,Salaried,0,1493000.0,124416.67,6599.6,0.87,1,2423000.0,Medical Emergency,60,680,3140363.29,Rented,0,0.38,0.87,3140363.29,0,1
Rahul Verma,24,Male,Married,Doctorate,Salaried,0,656000.0,54666.67,4215.83,0.08,0,960000.0,Car Loan,24,694,199152.12,Owned,3,0.81,0.08,199152.12,0,1
Vikram Singh,26,Female,Single,Doctorate,Self-Employed,1,573000.0,47750.0,15034.54,0.2,0,2536000.0,Medical Emergency,360,756,1272741.14,Mortgaged,0,0.46,0.2,1272741.14,0,1
Manish Tiwari,36,Female,Married,Post Graduate,Self-Employed,1,389000.0,32416.67,13910.91,0.43,1,1502000.0,Car Loan,60,805,333665.72,Mortgaged,4,1.2,0.43,333665.72,0,1
Aarav Sharma,57,Male,Married,High School,Freelancer,1,920000.0,76666.67,26653.25,0.47,0,921000.0,Business Loan,24,682,1850896.77,Owned,0,0.85,0.47,1850896.77,0,1
Kavya Reddy,38,Male,Divorced,Doctorate,Freelancer,1,182000.0,15166.67,6206.2,0.57,1,829000.0,Personal Loan,12,646,244442.5,Mortgaged,0,4.96,0.57,244442.5,0,0
Vikram Singh,59,Male,Single,Graduate,Self-Employed,1,482000.0,40166.67,9742.48,0.13,1,1633000.0,Home Loan,60,758,350286.97,Mortgaged,1,0.92,0.13,350286.97,0,1
Neha Gupta,55,Male,Married,Doctorate,Self-Employed,1,678000.0,56500.0,3552.19,0.76,0,2945000.0,Home Loan,360,506,308336.32,Rented,3,0.21,0.76,308336.32,0,0
Meera Pillai,51,Male,Divorced,High School,Freelancer,1,542000.0,45166.67,3346.2,0.3,0,2797000.0,Home Loan,12,656,1049935.66,Owned,0,5.23,0.3,1049935.66,0,1
Aarav Sharma,23,Male,Single,High School,Self-Employed,1,1150000.0,95833.33,32669.71,0.78,2,4280000.0,Home Loan,48,758,1441952.46,Owned,1,1.27,0.78,1441952.46,0,1
Meera Pillai,33,Female,Single,Graduate,Self-Employed,1,426000.0,35500.0,15789.74,0.33,3,1788000.0,Business Loan,60,612,811985.99,Rented,4,1.28,0.33,811985.99,0,0
Meera Pillai,56,Male,Divorced,Doctorate,Business,1,536000.0,44666.67,9871.9,0.87,0,494000.0,Personal Loan,60,604,698620.8,Owned,3,0.41,0.87,698620.8,0,1
Riya Sen,60,Male,Divorced,Doctorate,Freelancer,1,226000.0,18833.33,222.48,0.59,1,116000.0,Education Loan,48,683,227570.65,Mortgaged,0,0.14,0.59,227570.65,0,1
Pooja Deshmukh,63,Female,Divorced,Post Graduate,Freelancer,1,183000.0,15250.0,2592.11,0.16,1,507000.0,Education Loan,360,772,118369.42,Rented,1,0.26,0.16,118369.42,0,1
Priya Patel,24,Female,Married,Post Graduate,Freelancer,1,1750000.0,145833.33,47879.98,0.55,1,1254000.0,Car Loan,12,848,1883274.0,Owned,3,1.04,0.55,1883274.0,0,1
Tanvi Bhatia,26,Female,Divorced,High School,Salaried,0,426000.0,35500.0,12338.55,0.75,2,2446000.0,Business Loan,36,620,171183.85,Owned,2,2.26,0.75,171183.85,0,0
Priya Patel,36,Male,Married,High School,Salaried,0,619000.0,51583.33,20663.88,0.87,1,2824000.0,Education Loan,60,666,1491273.08,Mortgaged,0,1.31,0.87,1491273.08,0,1
Riya Sen,61,Female,Single,Post Graduate,Freelancer,1,358000.0,29833.33,9641.58,0.22,3,1454000.0,Car Loan,60,663,243921.6,Mortgaged,3,1.14,0.22,243921.6,1,0
Siddharth Rao,35,Female,Divorced,Post Graduate,Business,1,180000.0,15000.0,2751.58,0.19,1,330000.0,Car Loan,36,536,177086.81,Mortgaged,4,0.79,0.19,177086.81,1,0
Divya Agarwal,64,Male,Single,High School,Business,1,420000.0,35000.0,1294.15,0.84,0,2109000.0,Education Loan,180,661,199925.39,Rented,3,0.37,0.84,199925.39,0,1
Priya Patel,36,Male,Married,Post Graduate,Business,1,387000.0,32250.0,4933.24,0.66,1,819000.0,Medical Emergency,12,767,659755.47,Rented,0,2.27,0.66,659755.47,0,1
Divya Agarwal,52,Female,Married,Graduate,Self-Employed,1,369000.0,30750.0,10112.17,0.38,2,1313000.0,Business Loan,360,816,194939.42,Rented,3,0.45,0.38,194939.42,0,1
Vikram Singh,51,Female,Divorced,Graduate,Business,1,308000.0,25666.67,433.6,0.67,3,251000.0,Education Loan,48,724,182069.79,Owned,0,0.22,0.67,182069.79,0,1
Pooja Deshmukh,39,Male,Divorced,High School,Business,1,2154000.0,179500.0,71363.12,0.16,1,9707000.0,Personal Loan,24,707,680961.91,Mortgaged,1,2.65,0.16,680961.91,0,0
Deepak Choudhury,61,Female,Divorced,Graduate,Salaried,0,337000.0,28083.33,7664.09,0.23,5,1268000.0,Medical Emergency,48,646,432099.56,Owned,2,1.21,0.23,432099.56,0,0
Amit Kumar,27,Male,Single,Doctorate,Salaried,0,508000.0,42333.33,13780.02,0.91,5,2819000.0,Business Loan,360,634,656335.67,Rented,3,0.51,0.91,656335.67,0,0
Ananya Iyer,49,Female,Divorced,Doctorate,Salaried,0,651000.0,54250.0,260.53,0.22,0,3263000.0,Home Loan,24,693,587861.04,Rented,2,2.51,0.22,587861.04,0,0
Vikram Singh,50,Male,Single,Doctorate,Business,1,383000.0,31916.67,6783.02,0.68,1,747000.0,Education Loan,24,740,921070.79,Rented,4,1.19,0.68,921070.79,0,1
Tanvi Bhatia,35,Male,Married,High School,Business,1,584000.0,48666.67,2932.99,0.1,2,1292000.0,Home Loan,24,790,1278971.58,Mortgaged,1,1.17,0.1,1278971.58,0,1
Sneha Nair,33,Male,Divorced,High School,Self-Employed,1,383000.0,31916.67,3322.76,0.53,3,914000.0,Home Loan,36,812,733694.28,Rented,3,0.9,0.53,733694.28,0,1
Neha Gupta,31,Male,Divorced,Post Graduate,Salaried,0,287000.0,23916.67,2584.53,0.3,0,677000.0,Home Loan,24,648,204445.48,Owned,2,1.29,0.3,204445.48,0,0
Sneha Nair,24,Male,Divorced,Doctorate,Salaried,0,821000.0,68416.67,25540.79,0.62,1,3924000.0,Education Loan,48,586,1052276.74,Rented,2,1.57,0.62,1052276.74,0,0
Priya Patel,49,Male,Single,Post Graduate,Freelancer,1,300000.0,25000.0,8778.45,0.07,1,220000.0,Personal Loan,12,667,404584.73,Owned,2,1.08,0.07,404584.73,0,1
Siddharth Rao,22,Male,Single,Doctorate,Self-Employed,1,396000.0,33000.0,10170.89,0.12,1,2246000.0,Personal Loan,24,789,945128.47,Owned,1,3.14,0.12,945128.47,0,1
Amit Kumar,26,Female,Single,Doctorate,Self-Employed,1,271000.0,22583.33,4433.29,0.15,3,1069000.0,Car Loan,180,878,523389.01,Mortgaged,4,0.46,0.15,523389.01,0,1
Tanvi Bhatia,61,Male,Divorced,High School,Business,1,329000.0,27416.67,9248.97,0.09,1,603000.0,Business Loan,12,552,659693.46,Rented,2,2.17,0.09,659693.46,1,0
Amit Kumar,64,Female,Single,Doctorate,Self-Employed,1,205000.0,17083.33,3132.33,0.24,0,830000.0,Business Loan,24,744,46772.97,Mortgaged,4,2.21,0.24,46772.97,0,0
Aarav Sharma,23,Male,Divorced,High School,Salaried,0,670000.0,55833.33,20182.57,0.31,3,1005000.0,Home Loan,240,639,1661965.71,Mortgaged,1,0.44,0.31,1661965.71,0,1
Siddharth Rao,46,Female,Divorced,Doctorate,Business,1,341000.0,28416.67,10617.23,0.63,0,1595000.0,Medical Emergency,240,842,107473.39,Mortgaged,2,0.61,0.63,107473.39,0,1
Meera Pillai,21,Female,Divorced,Doctorate,Self-Employed,1,406000.0,33833.33,2237.04,0.56,3,860000.0,Business Loan,60,665,595502.81,Owned,3,0.49,0.56,595502.81,0,1
Rohan Mehta,25,Male,Single,Post Graduate,Business,1,2345000.0,195416.67,68637.69,0.75,1,6717000.0,Business Loan,360,586,5640914.57,Owned,2,0.45,0.75,5640914.57,0,1
Aarav Sharma,41,Female,Single,Doctorate,Salaried,0,180000.0,15000.0,3085.98,0.43,1,973000.0,Medical Emergency,240,658,93131.12,Owned,1,0.48,0.43,93131.12,0,1
Kavya Reddy,31,Male,Married,High School,Self-Employed,1,1137000.0,94750.0,38310.73,0.52,2,4679000.0,Business Loan,12,628,2394898.35,Rented,1,4.52,0.52,2394898.35,0,0
Pooja Deshmukh,35,Female,Divorced,Graduate,Self-Employed,1,698000.0,58166.67,23616.36,0.56,2,2016000.0,Home Loan,360,685,1417641.23,Owned,1,0.5,0.56,1417641.23,0,1
Pooja Deshmukh,56,Male,Married,High School,Salaried,0,410000.0,34166.67,12047.86,0.39,1,1058000.0,Car Loan,24,765,949686.04,Owned,1,1.64,0.39,949686.04,1,0
Riya Sen,36,Female,Single,Post Graduate,Self-Employed,1,1559000.0,129916.67,47192.83,0.33,3,3668000.0,Home Loan,60,555,3311220.61,Rented,4,0.83,0.33,3311220.61,1,0
Vikram Singh,21,Male,Divorced,High School,Business,1,689000.0,57416.67,16175.34,0.09,1,456000.0,Personal Loan,240,625,1312957.59,Owned,2,0.31,0.09,1312957.59,1,0
Deepak Choudhury,24,Female,Divorced,Doctorate,Freelancer,1,198000.0,16500.0,464.84,0.1,2,1007000.0,Car Loan,360,651,115818.28,Owned,2,0.2,0.1,115818.28,0,1
Tanvi Bhatia,62,Female,Single,Graduate,Salaried,0,247000.0,20583.33,3475.21,0.1,0,1004000.0,Home Loan,60,835,398082.21,Owned,0,0.98,0.1,398082.21,0,1
Amit Kumar,39,Male,Married,Doctorate,Self-Employed,1,475000.0,39583.33,15370.38,0.52,0,2515000.0,Car Loan,180,564,762254.55,Owned,4,0.74,0.52,762254.55,1,0
Kavya Reddy,41,Female,Married,Graduate,Freelancer,1,539000.0,44916.67,8906.63,0.59,0,1428000.0,Home Loan,240,606,1199299.38,Mortgaged,4,0.33,0.59,1199299.38,0,1
Divya Agarwal,46,Male,Divorced,Post Graduate,Business,1,2215000.0,184583.33,1616.6,0.77,1,10194000.0,Car Loan,240,752,5127258.44,Owned,3,0.24,0.77,5127258.44,0,1
Manish Tiwari,42,Male,Married,Graduate,Freelancer,1,404000.0,33666.67,14189.1,0.66,2,786000.0,Personal Loan,48,622,236905.38,Owned,1,0.91,0.66,236905.38,0,0
Vikram Singh,62,Female,Married,Post Graduate,Self-Employed,1,337000.0,28083.33,4356.67,0.91,2,370000.0,Business Loan,24,671,409189.47,Owned,2,0.7,0.91,409189.47,0,1
Neha Gupta,45,Male,Single,Post Graduate,Salaried,0,700000.0,58333.33,9970.53,0.25,0,1974000.0,Business Loan,120,576,292358.54,Rented,2,0.45,0.25,292358.54,1,0
Pooja Deshmukh,52,Female,Single,Post Graduate,Self-Employed,1,318000.0,26500.0,5336.31,0.85,1,1113000.0,Education Loan,60,725,484037.99,Mortgaged,2,0.9,0.85,484037.99,0,1
Manish Tiwari,36,Female,Single,Post Graduate,Freelancer,1,285000.0,23750.0,3142.3,0.09,3,1424000.0,Car Loan,60,900,223276.27,Owned,2,1.13,0.09,223276.27,0,1
